Timestamp,Current (A)
15:23:59,0.0
15:24:00,0.098
15:24:00,0.098
15:24:00,0.098
15:24:01,0.0
15:24:01,0.0
15:24:01,0.0
15:24:02,0.098
15:24:02,0.098
15:24:02,0.0
15:24:02,0.146
15:24:03,0.0
15:24:03,0.0
15:24:03,0.0
15:24:04,0.195
15:24:04,0.0
15:24:04,0.0
15:24:05,0.0
15:24:05,0.0
15:24:05,0.0
15:24:05,0.0
15:24:06,0.098
15:24:06,0.0
15:24:06,0.0
15:24:07,0.146
15:24:07,0.0
15:24:07,0.098
15:24:08,0.098
15:24:08,0.098
15:24:08,0.0
15:24:08,0.0
15:24:09,0.195
15:24:09,0.098
15:24:09,0.0
15:24:10,0.195
15:24:10,0.146
15:24:10,0.0
15:24:11,0.098
15:24:11,0.098
15:24:11,0.0
15:24:11,0.098
15:24:12,0.146
15:24:12,0.0
15:24:12,0.098
15:24:13,0.098
15:24:13,0.0
15:24:13,0.0
15:24:14,0.146
15:24:14,0.0
15:24:14,0.098
15:24:14,0.0
15:24:15,0.195
15:24:15,0.0
15:24:15,0.098
15:24:16,0.0
15:24:16,0.0
15:24:16,0.0
15:24:17,0.098
15:24:17,0.0
15:24:17,0.098
15:24:17,0.098
15:24:18,0.0
15:24:18,0.146
15:24:18,0.0
15:24:19,0.098
15:24:19,0.146
15:24:19,0.098
15:24:20,0.098
15:24:20,0.098
15:24:20,0.0
15:24:20,0.0
15:24:21,0.0
15:24:21,0.098
15:24:21,0.098
15:24:22,0.098
15:24:22,0.0
15:24:22,0.244
15:24:23,0.0
15:24:23,0.146
15:24:23,0.098
15:24:24,0.146
15:24:24,0.146
15:24:24,0.0
15:24:24,0.146
15:24:25,0.0
15:24:25,0.098
15:24:25,0.0
15:24:26,0.0
15:24:26,0.098
15:24:26,0.0
15:24:27,0.0
15:24:27,0.0
15:24:27,0.146
15:24:27,0.0
15:24:28,0.0
15:24:28,0.098
15:24:28,0.146
15:24:29,0.0
15:24:29,0.0
15:24:29,0.0
15:24:30,0.0
15:24:30,0.0
15:24:30,0.098
15:24:30,0.146
15:24:31,0.0
15:24:31,0.098
15:24:31,0.098
15:24:32,0.195
15:24:32,0.146
15:24:32,0.098
15:24:33,0.0
15:24:33,0.0
15:24:33,0.098
15:24:33,0.0
15:24:34,0.098
15:24:34,0.0
15:24:34,0.098
15:24:35,0.0
15:24:35,0.0
15:24:35,0.098
15:24:36,0.0
15:24:36,0.0
15:24:36,0.0
15:24:36,0.146
15:24:37,0.098
15:24:37,0.0
15:24:37,0.0
15:24:38,0.195
15:24:38,0.0
15:24:38,0.098
15:24:39,0.098
15:24:39,0.098
15:24:39,0.0
15:24:39,0.098
15:24:40,0.146
15:24:40,0.098
15:24:40,0.098
15:24:41,0.098
15:24:41,0.146
15:24:41,0.0
15:24:42,0.0
15:24:42,0.0
15:24:42,0.098
15:24:42,0.0
15:24:43,0.0
15:24:43,0.098
15:24:43,0.0
15:24:44,0.098
15:24:44,0.0
15:24:44,0.0
15:24:45,0.0
15:24:45,0.098
15:24:45,0.0
15:24:45,0.098
15:24:46,0.0
15:24:46,0.0
15:24:46,0.0
15:24:47,0.146
15:24:47,0.146
15:24:47,0.0
15:24:48,0.0
15:24:48,0.0
15:24:48,0.0
15:24:48,0.098
15:24:49,0.098
15:24:49,0.098
15:24:49,0.146
15:24:50,0.098
15:24:50,0.0
15:24:50,0.098
15:24:51,0.098
15:24:51,0.098
15:24:51,0.0
15:24:51,0.0
15:24:52,0.098
15:24:52,0.146
15:24:52,0.0
15:24:53,-0.098
15:24:53,0.195
15:24:53,0.098
15:24:54,0.0
15:24:54,0.0
15:24:54,0.0
15:24:54,0.146
15:24:55,0.0
15:24:55,0.098
15:24:55,0.0
15:24:56,0.098
15:24:56,0.0
15:24:56,0.0
15:24:57,0.146
15:24:57,0.0
15:24:57,0.098
15:24:57,0.146
15:24:58,0.0
15:24:58,0.098
15:24:58,0.098
15:24:59,0.0
15:24:59,0.098
15:24:59,0.098
15:25:00,0.0
15:25:00,0.098
15:25:00,0.146
15:25:00,0.146
15:25:01,0.0
15:25:01,0.098
15:25:01,0.0
15:25:02,0.0
15:25:02,0.098
15:25:02,0.098
15:25:03,0.0
15:25:03,0.0
15:25:03,0.098
15:25:03,0.098
15:25:04,0.146
15:25:04,0.195
15:25:04,0.098
15:25:05,0.0
15:25:05,0.098
15:25:05,0.0
15:25:06,0.0
15:25:06,0.098
15:25:06,0.0
15:25:06,0.0
15:25:07,0.098
15:25:07,0.098
15:25:07,0.146
15:25:08,0.146
15:25:08,0.0
15:25:08,0.0
15:25:09,0.0
15:25:09,0.0
15:25:09,0.0
15:25:09,0.244
15:25:10,0.146
15:25:10,0.098
15:25:10,0.0
15:25:11,0.0
15:25:11,0.0
15:25:11,0.146
15:25:12,0.0
15:25:12,0.0
15:25:12,0.0
15:25:12,0.098
15:25:13,0.0
15:25:13,0.0
15:25:13,0.0
15:25:14,0.195
15:25:14,0.098
15:25:14,0.0
15:25:15,0.098
15:25:15,0.0
15:25:15,0.098
15:25:15,0.195
15:25:16,0.146
15:25:16,0.0
15:25:16,0.098
15:25:17,0.0
15:25:17,0.0
15:25:17,0.0
15:25:18,0.0
15:25:18,0.0
15:25:18,0.0
15:25:18,0.0
15:25:19,0.195
15:25:19,0.098
15:25:19,0.0
15:25:20,0.0
15:25:20,0.0
15:25:20,0.098
15:25:21,0.0
15:25:21,0.195
15:25:21,0.098
15:25:21,0.098
15:25:22,0.098
15:25:22,0.0
15:25:22,0.146
15:25:23,0.0
15:25:23,0.098
15:25:23,0.0
15:25:24,0.0
15:25:24,0.146
15:25:24,0.0
15:25:24,0.0
15:25:25,0.098
15:25:25,0.0
15:25:25,0.0
15:25:26,0.098
15:25:26,0.098
15:25:26,0.0
15:25:27,0.0
15:25:27,0.146
15:25:27,0.098
15:25:27,0.098
15:25:28,0.098
15:25:28,0.0
15:25:28,0.098
15:25:29,0.098
15:25:29,0.0
15:25:29,0.0
15:25:30,0.0
15:25:30,0.098
15:25:30,0.0
15:25:30,0.098
15:25:31,0.098
15:25:31,0.0
15:25:31,0.0
15:25:32,0.195
15:25:32,0.098
15:25:32,0.098
15:25:33,0.0
15:25:33,0.0
15:25:33,0.0
15:25:34,0.0
15:25:34,0.098
15:25:34,0.146
15:25:34,0.098
15:25:35,0.098
15:25:35,0.0
15:25:35,0.0
15:25:36,0.0
15:25:36,0.146
15:25:36,0.0
15:25:37,0.098
15:25:37,0.0
15:25:37,0.0
15:25:37,0.0
15:25:38,0.098
15:25:38,0.0
15:25:38,0.146
15:25:39,0.098
15:25:39,0.146
15:25:39,0.098
15:25:40,0.098
15:25:40,0.0
15:25:40,0.098
15:25:40,0.098
15:25:41,0.098
15:25:41,0.0
15:25:41,0.0
15:25:42,0.146
15:25:42,0.0
15:25:42,0.146
15:25:43,0.146
15:25:43,0.0
15:25:43,0.098
15:25:43,0.146
15:25:44,0.0
15:25:44,0.0
15:25:44,0.146
15:25:45,0.0
15:25:45,0.098
15:25:45,0.0
15:25:46,0.0
15:25:46,0.244
15:25:46,0.098
15:25:46,0.0
15:25:47,0.146
15:25:47,0.0
15:25:47,0.098
15:25:48,-0.098
15:25:48,0.146
15:25:48,0.0
15:25:49,0.195
15:25:49,0.0
15:25:49,0.146
15:25:49,0.098
15:25:50,0.0
15:25:50,0.0
15:25:50,0.0
15:25:51,0.0
15:25:51,0.0
15:25:51,0.0
15:25:52,0.098
15:25:52,0.146
15:25:52,0.098
15:25:52,0.0
15:25:53,0.098
15:25:53,0.0
15:25:53,0.0
15:25:54,0.0
15:25:54,0.0
15:25:54,0.146
15:25:55,0.0
15:25:55,0.0
15:25:55,0.0
15:25:55,0.146
15:25:56,0.0
15:25:56,0.0
15:25:56,0.0
15:25:57,0.098
15:25:57,0.0
15:25:57,0.146
15:25:58,0.0
15:25:58,0.0
15:25:58,0.0
15:25:58,0.0
15:25:59,0.098
15:25:59,0.098
15:25:59,0.0
15:26:00,0.098
15:26:00,0.146
15:26:00,0.098
15:26:01,0.0
15:26:01,0.098
15:26:01,0.0
15:26:01,0.0
15:26:02,0.146
15:26:02,0.0
15:26:02,0.098
15:26:03,0.098
15:26:03,0.098
15:26:03,0.0
15:26:04,0.0
15:26:04,0.098
15:26:04,0.0
15:26:04,0.0
15:26:05,0.0
15:26:05,0.0
15:26:05,0.146
15:26:06,0.098
15:26:06,0.0
15:26:06,0.098
15:26:07,0.098
15:26:07,0.0
15:26:07,0.098
15:26:07,0.146
15:26:08,0.0
15:26:08,0.0
15:26:08,0.098
15:26:09,0.098
15:26:09,0.146
15:26:09,0.0
15:26:10,0.0
15:26:10,0.0
15:26:10,0.098
15:26:10,0.0
15:26:11,0.0
15:26:11,0.098
15:26:11,0.0
15:26:12,0.146
15:26:12,0.0
15:26:12,0.0
15:26:13,0.0
15:26:13,0.195
15:26:13,0.0
15:26:13,0.098
15:26:14,0.098
15:26:14,0.098
15:26:14,0.0
15:26:15,0.098
15:26:15,0.146
15:26:15,0.098
15:26:16,0.0
15:26:16,0.0
15:26:16,0.0
15:26:16,0.146
15:26:17,0.146
15:26:17,0.098
15:26:17,0.0
15:26:18,0.146
15:26:18,0.146
15:26:18,0.098
15:26:19,0.098
15:26:19,0.0
15:26:19,0.0
15:26:19,0.0
15:26:20,0.0
15:26:20,0.098
15:26:20,0.098
15:26:21,0.098
15:26:21,0.146
15:26:21,0.098
15:26:22,0.0
15:26:22,0.098
15:26:22,0.0
15:26:22,0.146
15:26:23,0.098
15:26:23,0.0
15:26:23,0.0
15:26:24,0.146
15:26:24,0.0
15:26:24,0.098
15:26:25,0.098
15:26:25,0.0
15:26:25,0.0
15:26:25,0.098
15:26:26,0.098
15:26:26,0.0
15:26:26,0.146
15:26:27,0.0
15:26:27,0.098
15:26:27,0.0
15:26:28,0.0
15:26:28,0.0
15:26:28,0.098
15:26:28,0.0
15:26:29,0.098
15:26:29,0.0
15:26:29,0.0
15:26:30,0.146
15:26:30,0.0
15:26:30,0.0
15:26:31,0.146
15:26:31,0.098
15:26:31,0.0
15:26:31,0.0
15:26:32,0.098
15:26:32,0.0
15:26:32,0.0
15:26:33,0.0
15:26:33,0.0
15:26:33,0.0
15:26:34,0.0
15:26:34,0.146
15:26:34,0.098
15:26:34,0.098
15:26:35,0.098
15:26:35,0.0
15:26:35,0.098
15:26:36,0.098
15:26:36,0.0
15:26:36,0.0
15:26:37,0.098
15:26:37,0.0
15:26:37,0.0
15:26:37,0.0
15:26:38,0.098
15:26:38,0.0
15:26:38,0.0
15:26:39,0.098
15:26:39,0.098
15:26:39,0.098
15:26:40,0.0
15:26:40,0.098
15:26:40,0.098
15:26:40,0.0
15:26:41,0.0
15:26:41,0.0
15:26:41,0.0
15:26:42,0.098
15:26:42,0.0
15:26:42,0.098
15:26:43,0.0
15:26:43,0.195
15:26:43,0.098
15:26:44,0.0
15:26:44,0.146
15:26:44,0.146
15:26:44,0.146
15:26:45,0.146
15:26:45,0.098
15:26:45,0.098
15:26:46,0.0
15:26:46,0.098
15:26:46,0.0
15:26:47,0.0
15:26:47,0.0
15:26:47,0.244
15:26:47,0.146
15:26:48,0.098
15:26:48,0.0
15:26:48,0.098
15:26:49,0.098
15:26:49,0.0
15:26:49,0.098
15:26:50,0.146
15:26:50,0.146
15:26:50,0.098
15:26:50,0.0
15:26:51,0.098
15:26:51,0.098
15:26:51,0.146
15:26:52,0.0
15:26:52,0.098
15:26:52,0.146
15:26:53,0.195
15:26:53,0.098
15:26:53,0.0
15:26:53,0.0
15:26:54,0.098
15:26:54,0.146
15:26:54,0.0
15:26:55,0.098
15:26:55,0.098
15:26:55,0.0
15:26:56,0.0
15:26:56,0.0
15:26:56,0.0
15:26:56,0.098
15:26:57,0.0
15:26:57,0.098
15:26:57,0.098
15:26:58,0.098
15:26:58,0.0
15:26:58,0.0
15:26:59,0.244
15:26:59,0.0
15:26:59,0.0
15:26:59,0.0
15:27:00,0.0
15:27:00,0.146
15:27:00,0.098
15:27:01,0.098
15:27:01,0.0
15:27:01,0.098
15:27:02,0.146
15:27:02,0.0
15:27:02,0.098
15:27:02,0.0
15:27:03,0.0
15:27:03,0.098
15:27:03,0.098
15:27:04,0.0
15:27:04,0.146
15:27:04,0.098
15:27:05,0.098
15:27:05,0.0
15:27:05,0.098
15:27:05,0.146
15:27:06,0.098
15:27:06,-0.098
15:27:06,0.146
15:27:07,0.0
15:27:07,0.098
15:27:07,0.098
15:27:08,0.0
15:27:08,0.098
15:27:08,0.098
15:27:08,0.0
15:27:09,0.098
15:27:09,0.0
15:27:09,0.195
15:27:10,0.098
15:27:10,0.0
15:27:10,0.146
15:27:11,0.098
15:27:11,0.098
15:27:11,0.0
15:27:11,0.146
15:27:12,0.0
15:27:12,0.0
15:27:12,0.0
15:27:13,0.0
15:27:13,0.195
15:27:13,0.098
15:27:14,0.098
15:27:14,0.098
15:27:14,0.098
15:27:14,0.098
15:27:15,0.0
15:27:15,0.098
15:27:15,0.0
15:27:16,0.0
15:27:16,0.146
15:27:16,0.0
15:27:17,0.0
15:27:17,0.0
15:27:17,0.0
15:27:17,0.098
15:27:18,0.098
15:27:18,0.146
15:27:18,0.098
15:27:19,0.098
15:27:19,0.098
15:27:19,0.195
15:27:20,0.146
15:27:20,0.098
15:27:20,0.098
15:27:20,0.0
15:27:21,0.098
15:27:21,0.146
15:27:21,0.0
15:27:22,0.146
15:27:22,0.098
15:27:22,0.098
15:27:23,0.0
15:27:23,0.146
15:27:23,0.0
15:27:23,0.0
15:27:24,0.0
15:27:24,0.0
15:27:24,0.098
15:27:25,0.195
15:27:25,0.0
15:27:25,0.146
15:27:26,0.098
15:27:26,0.0
15:27:26,0.0
15:27:26,0.098
15:27:27,0.0
15:27:27,0.146
15:27:27,0.0
15:27:28,0.0
15:27:28,0.146
15:27:28,0.098
15:27:29,0.0
15:27:29,0.098
15:27:29,0.146
15:27:29,0.0
15:27:30,0.0
15:27:30,0.098
15:27:30,0.0
15:27:31,0.098
15:27:31,0.0
15:27:31,0.146
15:27:32,0.098
15:27:32,0.098
15:27:32,0.0
15:27:32,0.146
15:27:33,0.0
15:27:33,0.098
15:27:33,0.098
15:27:34,0.098
15:27:34,0.0
15:27:34,0.146
15:27:35,0.146
15:27:35,0.0
15:27:35,0.0
15:27:35,0.0
15:27:36,0.098
15:27:36,0.146
15:27:36,0.0
15:27:37,0.098
15:27:37,0.098
15:27:37,0.0
15:27:38,0.0
15:27:38,0.0
15:27:38,0.0
15:27:38,0.146
15:27:39,0.0
15:27:39,0.098
15:27:39,0.0
15:27:40,0.0
15:27:40,0.0
15:27:40,0.098
15:27:41,0.0
15:27:41,0.0
15:27:41,0.0
15:27:41,0.098
15:27:42,0.0
15:27:42,0.0
15:27:42,0.0
15:27:43,0.0
15:27:43,0.098
15:27:43,0.0
15:27:44,0.0
15:27:44,0.0
15:27:44,0.146
15:27:44,0.0
15:27:45,0.098
15:27:45,0.0
15:27:45,0.0
15:27:46,0.0
15:27:46,0.0
15:27:46,0.0
15:27:47,0.098
15:27:47,0.0
15:27:47,0.0
15:27:47,0.146
15:27:48,0.098
15:27:48,0.0
15:27:48,0.0
15:27:49,0.0
15:27:49,0.0
15:27:49,0.0
15:27:50,0.146
15:27:50,0.098
15:27:50,0.098
15:27:51,0.098
15:27:51,0.0
15:27:51,0.0
15:27:51,0.098
15:27:52,0.195
15:27:52,0.0
15:27:52,0.0
15:27:53,0.146
15:27:53,0.0
15:27:53,0.0
15:27:54,0.0
15:27:54,0.195
15:27:54,0.098
15:27:54,0.098
15:27:55,0.0
15:27:55,0.0
15:27:55,0.098
15:27:56,0.146
15:27:56,0.0
15:27:56,0.0
15:27:57,0.0
15:27:57,0.146
15:27:57,0.098
15:27:57,0.0
15:27:58,0.098
15:27:58,0.146
15:27:58,0.146
15:27:59,0.195
15:27:59,0.146
15:27:59,0.098
15:28:00,0.0
15:28:00,0.195
15:28:00,0.0
15:28:00,0.098
15:28:01,0.098
15:28:01,0.098
15:28:01,0.0
15:28:02,0.0
15:28:02,0.098
15:28:02,0.0
15:28:03,0.0
15:28:03,0.0
15:28:03,0.098
15:28:03,0.0
15:28:04,0.0
15:28:04,0.0
15:28:04,0.098
15:28:05,0.0
15:28:05,0.098
15:28:05,0.0
15:28:06,0.0
15:28:06,0.0
15:28:06,0.0
15:28:06,0.0
15:28:07,0.098
15:28:07,0.146
15:28:07,0.146
15:28:08,0.195
15:28:08,0.0
15:28:08,0.0
15:28:09,0.0
15:28:09,0.0
15:28:09,0.098
15:28:09,0.0
15:28:10,0.0
15:28:10,0.0
15:28:10,0.0
15:28:11,0.0
15:28:11,-0.098
15:28:11,0.0
15:28:12,0.146
15:28:12,0.0
15:28:12,0.0
15:28:12,0.0
15:28:13,0.0
15:28:13,0.0
15:28:13,0.0
15:28:14,0.0
15:28:14,0.146
15:28:14,0.098
15:28:15,0.098
15:28:15,0.0
15:28:15,0.098
15:28:15,0.0
15:28:16,0.146
15:28:16,0.0
15:28:16,0.0
15:28:17,0.195
15:28:17,0.098
15:28:17,0.098
15:28:18,0.098
15:28:18,0.0
15:28:18,0.0
15:28:18,0.098
15:28:19,0.098
15:28:19,0.146
15:28:19,0.0
15:28:20,0.098
15:28:20,0.098
15:28:20,0.0
15:28:21,0.098
15:28:21,0.098
15:28:21,0.0
15:28:21,0.0
15:28:22,0.098
15:28:22,0.098
15:28:22,0.146
15:28:23,0.098
15:28:23,0.0
15:28:23,0.0
15:28:24,0.0
15:28:24,0.098
15:28:24,0.146
15:28:24,0.0
15:28:25,0.146
15:28:25,0.098
15:28:25,0.146
15:28:26,0.0
15:28:26,0.0
15:28:26,0.098
15:28:27,0.0
15:28:27,0.098
15:28:27,0.098
15:28:27,0.0
15:28:28,0.195
15:28:28,0.098
15:28:28,0.0
15:28:29,0.146
15:28:29,0.098
15:28:29,0.098
15:28:30,0.146
15:28:30,0.0
15:28:30,0.146
15:28:30,0.0
15:28:31,0.0
15:28:31,0.0
15:28:31,0.098
15:28:32,0.098
15:28:32,0.0
15:28:32,0.0
15:28:33,0.0
15:28:33,0.0
15:28:33,0.098
15:28:33,0.098
15:28:34,0.146
15:28:34,0.098
15:28:34,0.195
15:28:35,0.0
15:28:35,0.098
15:28:35,0.146
15:28:36,0.0
15:28:36,0.0
15:28:36,0.0
15:28:36,0.0
15:28:37,0.0
15:28:37,0.146
15:28:37,0.098
15:28:38,0.098
15:28:38,0.0
15:28:38,0.0
15:28:39,0.098
15:28:39,0.098
15:28:39,0.0
15:28:39,0.0
15:28:40,0.098
15:28:40,0.0
15:28:40,0.195
15:28:41,0.098
15:28:41,0.0
15:28:41,0.098
15:28:42,0.098
15:28:42,0.0
15:28:42,0.098
15:28:42,0.098
15:28:43,0.098
15:28:43,0.0
15:28:43,0.146
15:28:44,0.098
15:28:44,0.098
15:28:44,0.146
15:28:45,0.195
15:28:45,0.0
15:28:45,0.146
15:28:45,0.098
15:28:46,0.098
15:28:46,0.146
15:28:46,0.146
15:28:47,0.098
15:28:47,0.0
15:28:47,0.146
15:28:48,0.0
15:28:48,0.0
15:28:48,0.098
15:28:48,0.0
15:28:49,0.146
15:28:49,0.195
15:28:49,0.0
15:28:50,0.0
15:28:50,0.0
15:28:50,0.0
15:28:51,0.0
15:28:51,0.146
15:28:51,0.0
15:28:51,0.0
15:28:52,0.146
15:28:52,0.0
15:28:52,0.0
15:28:53,0.146
15:28:53,0.0
15:28:53,0.146
15:28:54,0.0
15:28:54,0.098
15:28:54,0.0
15:28:54,0.0
15:28:55,0.098
